# Time (s),Altitude (m),Position East of launch (m),Position North of launch (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Lateral velocity (m/s),Lateral acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s)
85.897,6968.007,1090.855,-1117.528,-38.485,0.076,5.218,0.037,72.594,1.111e-7,0.039,3.183e-4
86.397,6948.775,1089.012,-1115.675,-38.447,0.077,5.236,0.187,73.854,1.111e-7,0.039,3.183e-4
86.897,6929.561,1087.182,-1113.835,-38.408,0.077,5.142,0.207,73.969,1.111e-7,0.039,3.183e-4
87.397,6910.366,1085.387,-1112.031,-38.37,0.076,5.039,0.175,73.797,1.111e-7,0.039,3.183e-4
87.897,6891.191,1083.625,-1110.26,-38.332,0.074,4.952,0.049,73.052,1.111e-7,0.039,3.183e-4
88.397,6872.034,1081.884,-1108.509,-38.295,0.074,4.927,0.012,72.823,1.111e-7,0.039,3.183e-4
88.897,6852.896,1080.148,-1106.763,-38.258,0.075,4.921,0.144,71.963,1.111e-7,0.039,3.183e-4
89.397,6833.776,1078.4,-1105.006,-38.221,0.073,4.993,0.096,72.193,1.111e-7,0.039,3.183e-4
89.897,6814.675,1076.631,-1103.227,-38.184,0.074,5.041,0.128,72.021,1.111e-7,0.039,3.183e-4
90.397,6795.592,1074.842,-1101.429,-38.147,0.074,5.105,0.19,71.677,1.111e-7,0.039,3.183e-4
90.897,6776.528,1073.025,-1099.603,-38.11,0.073,5.2,0.159,71.849,1.111e-7,0.039,3.183e-4
91.397,6757.482,1071.177,-1097.745,-38.074,0.071,5.28,0.071,73.167,1.111e-7,0.039,3.183e-4
91.897,6738.454,1069.321,-1095.88,-38.038,0.077,5.244,0.349,70.76,1.111e-7,0.039,3.183e-4
92.397,6719.444,1067.441,-1093.991,-37.999,0.069,5.419,0.067,73.167,1.111e-7,0.039,3.183e-4
92.897,6700.453,1065.535,-1092.076,-37.965,0.07,5.385,0.053,72.479,1.111e-7,0.039,3.183e-4
93.397,6681.48,1063.631,-1090.163,-37.93,0.071,5.412,0.128,72.021,1.111e-7,0.039,3.183e-4
93.897,6662.524,1061.711,-1088.233,-37.895,0.071,5.476,0.115,73.453,1.111e-7,0.039,3.183e-4
94.397,6643.585,1059.79,-1086.303,-37.859,0.073,5.418,0.196,73.912,1.111e-7,0.039,3.183e-4
94.897,6624.665,1057.896,-1084.4,-37.822,0.072,5.32,0.113,73.453,1.111e-7,0.039,3.183e-4
95.397,6605.763,1056.03,-1082.524,-37.786,0.073,5.264,0.186,73.854,1.111e-7,0.039,3.183e-4
95.897,6586.879,1054.19,-1080.675,-37.749,0.073,5.171,0.152,73.682,1.111e-7,0.039,3.183e-4
96.397,6568.013,1052.38,-1078.856,-37.713,0.072,5.095,0.02,72.651,1.111e-7,0.039,3.183e-4
96.897,6549.166,1050.581,-1077.048,-37.677,0.072,5.105,0.08,72.307,1.111e-7,0.039,3.183e-4
97.397,6530.336,1048.774,-1075.232,-37.641,0.072,5.145,0.067,73.167,1.111e-7,0.039,3.183e-4
97.897,6511.524,1046.965,-1073.414,-37.606,0.073,5.111,0.156,73.682,1.111e-7,0.039,3.183e-4
98.397,6492.731,1045.177,-1071.616,-37.569,0.071,5.033,0.108,73.396,1.111e-7,0.039,3.183e-4
98.897,6473.955,1043.412,-1069.842,-37.533,0.071,4.979,0.055,73.109,1.111e-7,0.039,3.183e-4
99.397,6455.197,1041.661,-1068.082,-37.498,0.071,4.951,0.138,73.568,1.111e-7,0.039,3.183e-4
99.897,6436.457,1039.927,-1066.339,-37.462,0.071,4.882,0.098,72.193,1.111e-7,0.039,3.183e-4
100.397,6417.735,1038.197,-1064.6,-37.427,0.07,4.931,0.041,72.536,1.111e-7,0.039,3.183e-4
100.897,6399.03,1036.454,-1062.848,-37.392,0.07,4.952,0.007,72.766,1.111e-7,0.039,3.183e-4
101.397,6380.342,1034.707,-1061.092,-37.357,0.072,4.956,0.228,74.083,1.111e-7,0.039,3.183e-4
101.897,6361.673,1032.98,-1059.356,-37.321,0.068,4.841,0.014,72.88,1.111e-7,0.039,3.183e-4
102.397,6343.021,1031.274,-1057.641,-37.287,0.069,4.834,0.106,72.193,1.111e-7,0.039,3.183e-4
102.897,6324.386,1029.56,-1055.918,-37.253,0.068,4.887,0.052,72.479,1.111e-7,0.039,3.183e-4
103.397,6305.768,1027.832,-1054.181,-37.219,0.072,4.913,0.269,71.219,1.111e-7,0.039,3.183e-4
103.897,6287.167,1026.075,-1052.416,-37.183,0.067,5.048,0.13,72.021,1.111e-7,0.039,3.183e-4
104.397,6268.584,1024.284,-1050.615,-37.149,0.067,5.113,0.067,72.365,1.111e-7,0.039,3.183e-4
104.897,6250.018,1022.475,-1048.797,-37.116,0.067,5.146,0.079,73.224,1.111e-7,0.039,3.183e-4
105.397,6231.468,1020.667,-1046.981,-37.083,0.066,5.107,0.052,72.479,1.111e-7,0.039,3.183e-4
105.897,6212.935,1018.861,-1045.166,-37.049,0.066,5.133,0.073,72.365,1.111e-7,0.039,3.183e-4
106.397,6194.419,1017.044,-1043.34,-37.016,0.066,5.169,0.123,73.51,1.111e-7,0.039,3.183e-4
106.897,6175.919,1015.232,-1041.519,-36.983,0.067,5.108,0.156,73.682,1.111e-7,0.039,3.183e-4
107.397,6157.436,1013.444,-1039.723,-36.949,0.067,5.03,0.05,72.479,1.111e-7,0.039,3.183e-4
107.897,6138.97,1011.666,-1037.936,-36.916,0.067,5.055,0.037,72.594,1.111e-7,0.039,3.183e-4
108.397,6120.52,1009.88,-1036.141,-36.882,0.071,5.073,0.238,71.391,1.111e-7,0.039,3.183e-4
108.897,6102.088,1008.07,-1034.322,-36.847,0.069,5.192,0.192,71.677,1.111e-7,0.039,3.183e-4
109.397,6083.673,1006.222,-1032.465,-36.813,0.068,5.288,0.146,73.625,1.111e-7,0.039,3.183e-4
109.897,6065.275,1004.369,-1030.604,-36.779,0.068,5.215,0.181,73.854,1.111e-7,0.039,3.183e-4
110.397,6046.894,1002.546,-1028.772,-36.745,0.07,5.124,0.264,74.313,1.111e-7,0.039,1.592e-4
110.897,6028.53,1000.762,-1026.979,-36.71,0.066,4.992,0.008,72.708,1.111e-7,0.039,3.183e-4
111.397,6010.184,999.001,-1025.209,-36.677,0.066,4.997,0.05,73.052,1.111e-7,0.039,3.183e-4
111.897,5991.854,997.243,-1023.443,-36.644,0.067,4.972,0.161,71.849,1.111e-7,0.039,3.183e-4
112.397,5973.54,995.475,-1021.666,-36.61,0.066,5.053,0.01,72.823,1.111e-7,0.039,3.183e-4
112.897,5955.243,993.694,-1019.877,-36.578,0.066,5.047,0.114,73.453,1.111e-7,0.039,3.183e-4
113.397,5936.962,991.924,-1018.098,-36.545,0.065,4.99,0.061,72.422,1.111e-7,0.039,3.183e-4
113.897,5918.698,990.158,-1016.324,-36.512,0.066,5.021,0.093,72.25,1.111e-7,0.039,3.183e-4
114.397,5900.45,988.379,-1014.536,-36.479,0.067,5.068,0.212,71.562,1.111e-7,0.039,3.183e-4
114.897,5882.219,986.573,-1012.721,-36.445,0.065,5.173,0.161,71.849,1.111e-7,0.039,3.183e-4
115.397,5864.005,984.734,-1010.874,-36.413,0.064,5.254,0.034,72.594,1.111e-7,0.039,3.183e-4
115.897,5845.806,982.878,-1009.009,-36.381,0.064,5.271,0.002,72.766,1.111e-7,0.039,3.183e-4
116.397,5827.624,981.019,-1007.141,-36.349,0.066,5.27,0.205,71.562,1.111e-7,0.039,3.183e-4
116.897,5809.457,979.142,-1005.256,-36.316,0.063,5.372,0.003,72.823,1.111e-7,0.039,3.183e-4
117.397,5791.307,977.247,-1003.352,-36.285,0.066,5.371,0.243,74.198,1.111e-7,0.039,1.592e-4
117.897,5773.173,975.373,-1001.471,-36.252,0.063,5.25,0.134,73.568,1.111e-7,0.039,3.183e-4
118.397,5755.055,973.533,-999.622,-36.221,0.062,5.183,0.119,73.453,1.111e-7,0.039,3.183e-4
118.897,5736.952,971.716,-997.796,-36.189,0.062,5.124,0.014,72.708,1.111e-7,0.039,3.183e-4
119.397,5718.865,969.907,-995.979,-36.159,0.063,5.131,0.135,72.021,1.111e-7,0.039,3.183e-4
119.897,5700.794,968.086,-994.149,-36.127,0.062,5.198,0.091,72.25,1.111e-7,0.039,3.183e-4
120.397,5682.738,966.244,-992.299,-36.096,0.063,5.243,0.164,71.849,1.111e-7,0.039,3.183e-4
120.897,5664.698,964.38,-990.427,-36.065,0.062,5.325,0.082,72.307,1.111e-7,0.039,3.183e-4
121.397,5646.673,962.494,-988.532,-36.034,0.063,5.366,0.046,73.052,1.111e-7,0.039,3.183e-4
121.897,5628.664,960.605,-986.635,-36.003,0.069,5.343,0.347,74.828,1.111e-7,0.039,1.592e-4
122.397,5610.671,958.751,-984.772,-35.968,0.062,5.17,0.027,72.938,1.111e-7,0.039,3.183e-4
122.897,5592.695,956.929,-982.943,-35.937,0.063,5.156,0.107,73.396,1.111e-7,0.039,3.183e-4
123.397,5574.734,955.12,-981.125,-35.906,0.063,5.102,0.151,71.906,1.111e-7,0.039,3.183e-4
123.897,5556.789,953.307,-979.304,-35.874,0.062,5.178,0.04,72.536,1.111e-7,0.039,3.183e-4
124.397,5538.859,951.477,-977.465,-35.843,0.062,5.198,0.016,72.708,1.111e-7,0.039,3.183e-4
124.897,5520.946,949.642,-975.622,-35.812,0.063,5.206,0.072,72.365,1.111e-7,0.039,3.183e-4
125.397,5503.047,947.799,-973.771,-35.781,0.063,5.242,0.086,73.281,1.111e-7,0.039,3.183e-4
125.897,5485.165,945.958,-971.922,-35.749,0.063,5.198,0.114,73.453,1.111e-7,0.039,3.183e-4
126.397,5467.298,944.134,-970.09,-35.718,0.062,5.141,0.038,72.995,1.111e-7,0.039,3.183e-4
126.897,5449.447,942.324,-968.271,-35.687,0.062,5.123,0.094,73.339,1.111e-7,0.039,3.183e-4
127.397,5431.611,940.525,-966.464,-35.656,0.061,5.075,0.003,72.766,1.111e-7,0.039,3.183e-4
127.897,5413.79,938.734,-964.665,-35.626,0.062,5.077,0.149,71.906,1.111e-7,0.039,3.183e-4
128.397,5395.985,936.93,-962.853,-35.595,0.061,5.151,0.027,72.938,1.111e-7,0.039,3.183e-4
128.897,5378.195,935.116,-961.03,-35.564,0.061,5.138,0.116,72.078,1.111e-7,0.039,3.183e-4
129.397,5360.421,933.293,-959.199,-35.534,0.06,5.196,0.059,73.109,1.111e-7,0.039,3.183e-4
129.897,5342.661,931.465,-957.363,-35.504,0.062,5.166,0.215,74.026,1.111e-7,0.039,3.183e-4
130.397,5324.917,929.662,-955.552,-35.473,0.059,5.059,0.018,72.88,1.111e-7,0.039,3.183e-4
130.897,5307.188,927.879,-953.761,-35.443,0.064,5.05,0.309,70.989,1.111e-7,0.039,3.183e-4
131.397,5289.475,926.07,-951.944,-35.411,0.059,5.204,0.19,71.677,1.111e-7,0.039,3.183e-4
131.897,5271.777,924.217,-950.083,-35.381,0.062,5.3,0.301,71.047,1.111e-7,0.039,3.183e-4
132.397,5254.094,922.321,-948.179,-35.35,0.057,5.45,0.077,72.307,1.111e-7,0.039,3.183e-4
132.897,5236.426,920.391,-946.241,-35.322,0.061,5.488,0.281,74.427,1.111e-7,0.039,1.592e-4
133.397,5218.772,918.48,-944.322,-35.292,0.06,5.348,0.296,74.485,1.111e-7,0.039,1.592e-4
133.897,5201.134,916.619,-942.453,-35.262,0.055,5.2,0.003,72.823,1.111e-7,0.039,3.183e-4
134.397,5183.51,914.785,-940.611,-35.234,0.056,5.198,0.05,73.052,1.111e-7,0.039,3.183e-4
134.897,5165.9,912.955,-938.773,-35.206,0.058,5.173,0.148,73.625,1.111e-7,0.039,3.183e-4
135.397,5148.304,911.144,-936.954,-35.177,0.06,5.099,0.219,74.083,1.111e-7,0.039,3.183e-4
135.897,5130.723,909.364,-935.166,-35.147,0.059,4.989,0.165,73.74,1.111e-7,0.039,3.183e-4
136.397,5113.157,907.619,-933.413,-35.118,0.058,4.907,0.006,72.823,1.111e-7,0.039,3.183e-4
136.897,5095.605,905.889,-931.675,-35.089,0.058,4.904,0.039,72.536,1.111e-7,0.039,3.183e-4
137.397,5078.068,904.155,-929.934,-35.059,0.06,4.923,0.144,73.625,1.111e-7,0.039,3.183e-4
137.897,5060.546,902.432,-928.202,-35.029,0.059,4.851,0.096,73.339,1.111e-7,0.039,3.183e-4
138.397,5043.039,900.729,-926.491,-35,0.058,4.803,0.006,72.823,1.111e-7,0.039,3.183e-4
138.897,5025.546,899.035,-924.79,-34.971,0.061,4.8,0.223,71.505,1.111e-7,0.039,3.183e-4
139.397,5008.068,897.322,-923.069,-34.94,0.059,4.912,0.142,71.963,1.111e-7,0.039,3.183e-4
139.897,4990.605,895.577,-921.316,-34.911,0.059,4.983,0.174,71.792,1.111e-7,0.039,3.183e-4
140.397,4973.157,893.804,-919.535,-34.881,0.06,5.07,0.218,71.505,1.111e-7,0.039,3.183e-4
140.897,4955.724,891.996,-917.719,-34.852,0.06,5.179,0.28,74.427,1.111e-7,0.039,1.592e-4
141.397,4938.306,890.193,-915.908,-34.821,0.056,5.039,0.025,72.938,1.111e-7,0.039,3.183e-4
141.897,4920.902,888.418,-914.125,-34.794,0.057,5.027,0.146,73.625,1.111e-7,0.039,3.183e-4
142.397,4903.512,886.657,-912.357,-34.765,0.059,4.954,0.245,74.198,1.111e-7,0.039,1.592e-4
142.897,4886.137,884.931,-910.623,-34.736,0.056,4.832,0.089,73.281,1.111e-7,0.039,3.183e-4
143.397,4868.776,883.234,-908.918,-34.708,0.056,4.787,0.105,73.396,1.111e-7,0.039,3.183e-4
143.897,4851.429,881.555,-907.231,-34.68,0.056,4.735,0.101,72.193,1.111e-7,0.039,3.183e-4
144.397,4834.096,879.876,-905.545,-34.652,0.056,4.785,0.079,72.307,1.111e-7,0.039,3.183e-4
144.897,4816.777,878.181,-903.842,-34.624,0.055,4.824,0.025,72.938,1.111e-7,0.039,3.183e-4
145.397,4799.471,876.482,-902.135,-34.597,0.057,4.812,0.168,73.74,1.111e-7,0.039,3.183e-4
145.897,4782.18,874.799,-900.445,-34.569,0.056,4.728,0.158,71.849,1.111e-7,0.039,3.183e-4
146.397,4764.903,873.117,-898.755,-34.541,0.054,4.807,0.022,72.651,1.111e-7,0.039,3.183e-4
146.897,4747.639,871.42,-897.05,-34.513,0.056,4.818,0.193,71.677,1.111e-7,0.039,3.183e-4
147.397,4730.39,869.703,-895.326,-34.485,0.055,4.915,0.127,73.51,1.111e-7,0.039,3.183e-4
147.897,4713.154,867.981,-893.596,-34.458,0.056,4.851,0.206,73.969,1.111e-7,0.039,3.183e-4
148.397,4695.932,866.288,-891.895,-34.43,0.053,4.748,0.022,72.651,1.111e-7,0.039,3.183e-4
148.897,4678.723,864.611,-890.21,-34.404,0.062,4.759,0.395,70.474,1.111e-7,0.039,3.183e-4
149.397,4661.529,862.897,-888.489,-34.373,0.053,4.957,0.109,72.135,1.111e-7,0.039,3.183e-4
149.897,4644.35,861.139,-886.723,-34.346,0.053,5.011,9.165e-4,72.766,1.111e-7,0.039,3.183e-4
150.397,4627.183,859.371,-884.948,-34.32,0.055,5.011,0.156,71.849,1.111e-7,0.039,3.183e-4
150.897,4610.03,857.589,-883.159,-34.292,0.055,5.089,0.147,71.906,1.111e-7,0.039,3.183e-4
151.397,4592.891,855.781,-881.343,-34.264,0.055,5.162,0.074,72.365,1.111e-7,0.039,3.183e-4
151.897,4575.766,853.953,-879.507,-34.237,0.055,5.199,0.049,73.052,1.111e-7,0.039,3.183e-4
152.397,4558.655,852.123,-877.67,-34.209,0.055,5.175,0.057,72.422,1.111e-7,0.039,3.183e-4
152.897,4541.557,850.292,-875.831,-34.182,0.055,5.203,0.039,72.995,1.111e-7,0.039,3.183e-4
153.397,4524.473,848.46,-873.991,-34.154,0.056,5.184,0.139,71.963,1.111e-7,0.039,3.183e-4
153.897,4507.403,846.618,-872.143,-34.126,0.055,5.253,0.132,72.021,1.111e-7,0.039,3.183e-4
154.397,4490.346,844.753,-870.27,-34.099,0.054,5.319,0.024,72.651,1.111e-7,0.039,3.183e-4
154.897,4473.304,842.874,-868.384,-34.072,0.056,5.331,0.211,74.026,1.111e-7,0.039,3.183e-4
155.397,4456.275,841.012,-866.514,-34.044,0.055,5.225,0.187,73.854,1.111e-7,0.039,3.183e-4
155.897,4439.26,839.185,-864.679,-34.016,0.053,5.132,0.02,72.651,1.111e-7,0.039,3.183e-4
156.397,4422.259,837.372,-862.859,-33.989,0.053,5.142,0.066,73.167,1.111e-7,0.039,3.183e-4
156.897,4405.271,835.564,-861.043,-33.963,0.054,5.109,0.096,72.25,1.111e-7,0.039,3.183e-4
157.397,4388.296,833.753,-859.225,-33.936,0.057,5.157,0.265,71.219,1.111e-7,0.039,3.183e-4
157.897,4371.335,831.91,-857.374,-33.908,0.054,5.289,0.206,73.969,1.111e-7,0.039,3.183e-4
158.397,4354.388,830.062,-855.519,-33.881,0.052,5.186,0.135,73.568,1.111e-7,0.039,3.183e-4
158.897,4337.454,828.244,-853.694,-33.855,0.052,5.119,0.122,73.51,1.111e-7,0.039,3.183e-4
159.397,4320.533,826.448,-851.891,-33.829,0.052,5.058,0.116,73.453,1.111e-7,0.039,3.183e-4
159.897,4303.625,824.674,-850.109,-33.803,0.053,5,0.167,73.74,1.111e-7,0.039,3.183e-4
160.397,4286.73,822.925,-848.353,-33.776,0.052,4.916,0.134,72.021,1.111e-7,0.039,3.183e-4
160.897,4269.848,821.179,-846.599,-33.75,0.051,4.983,0.084,73.281,1.111e-7,0.039,3.183e-4
161.397,4252.98,819.428,-844.841,-33.725,0.051,4.941,0.065,73.167,1.111e-7,0.039,3.183e-4
161.897,4236.124,817.69,-843.096,-33.699,0.051,4.909,0.077,72.365,1.111e-7,0.039,3.183e-4
162.397,4219.28,815.952,-841.35,-33.674,0.051,4.947,0.04,72.536,1.111e-7,0.039,3.183e-4
162.897,4202.45,814.203,-839.594,-33.648,0.051,4.967,0.037,72.594,1.111e-7,0.039,3.183e-4
163.397,4185.632,812.447,-837.831,-33.623,0.051,4.986,0.045,73.052,1.111e-7,0.039,3.183e-4
163.897,4168.826,810.692,-836.069,-33.598,0.052,4.963,0.08,72.307,1.111e-7,0.039,3.183e-4
164.397,4152.034,808.934,-834.303,-33.572,0.052,5.003,0.085,73.281,1.111e-7,0.039,3.183e-4
164.897,4135.255,807.176,-832.538,-33.546,0.052,4.961,0.017,72.708,1.111e-7,0.039,3.183e-4
165.397,4118.488,805.424,-830.779,-33.52,0.052,4.969,0.049,73.052,1.111e-7,0.039,3.183e-4
165.897,4101.735,803.675,-829.023,-33.494,0.052,4.945,0.027,72.938,1.111e-7,0.039,3.183e-4
166.397,4084.995,801.933,-827.274,-33.468,0.054,4.931,0.162,71.849,1.111e-7,0.039,3.183e-4
166.897,4068.268,800.179,-825.512,-33.441,0.054,5.013,0.195,73.912,1.111e-7,0.039,3.183e-4
167.397,4051.554,798.427,-823.754,-33.414,0.051,4.915,0.034,72.594,1.111e-7,0.039,3.183e-4
167.897,4034.853,796.69,-822.009,-33.388,0.054,4.932,0.238,71.391,1.111e-7,0.039,3.183e-4
168.397,4018.166,794.929,-820.241,-33.361,0.051,5.052,0.126,72.021,1.111e-7,0.039,3.183e-4
168.897,4001.492,793.135,-818.44,-33.335,0.051,5.115,0.055,72.479,1.111e-7,0.039,3.183e-4
169.397,3984.83,791.326,-816.623,-33.31,0.051,5.142,0.057,73.109,1.111e-7,0.039,3.183e-4
169.897,3968.182,789.516,-814.807,-33.285,0.051,5.114,0.012,72.88,1.111e-7,0.039,3.183e-4
170.397,3951.546,787.713,-812.996,-33.26,0.051,5.107,0.106,73.396,1.111e-7,0.039,3.183e-4
170.897,3934.922,785.92,-811.196,-33.234,0.052,5.054,0.172,73.797,1.111e-7,0.039,3.183e-4
171.397,3918.312,784.152,-809.421,-33.208,0.05,4.968,0.019,72.88,1.111e-7,0.039,3.183e-4
171.897,3901.714,782.4,-807.663,-33.183,0.05,4.959,0.104,73.396,1.111e-7,0.039,3.183e-4
172.397,3885.128,780.66,-805.915,-33.158,0.05,4.907,0.116,72.078,1.111e-7,0.039,3.183e-4
172.897,3868.556,778.918,-804.166,-33.133,0.051,4.965,0.155,73.682,1.111e-7,0.039,3.183e-4
173.397,3851.995,777.18,-802.421,-33.108,0.05,4.887,0.11,73.396,1.111e-7,0.039,3.183e-4
173.897,3835.448,775.466,-800.699,-33.083,0.049,4.833,0.084,72.307,1.111e-7,0.039,3.183e-4
174.397,3818.912,773.753,-798.98,-33.058,0.049,4.874,0.049,72.479,1.111e-7,0.039,3.183e-4
174.897,3802.389,772.029,-797.249,-33.034,0.052,4.899,0.237,71.391,1.111e-7,0.039,3.183e-4
175.397,3785.879,770.279,-795.492,-33.008,0.053,5.017,0.319,70.932,1.111e-7,0.039,3.183e-4
175.897,3769.381,768.481,-793.687,-32.982,0.047,5.177,0.088,72.25,1.111e-7,0.039,3.183e-4
176.397,3752.896,766.646,-791.845,-32.958,0.047,5.221,0.004,72.823,1.111e-7,0.039,3.183e-4
176.897,3736.423,764.804,-789.996,-32.935,0.048,5.219,0.157,73.682,1.111e-7,0.039,3.183e-4
177.397,3719.962,762.977,-788.161,-32.911,0.047,5.14,0.03,72.938,1.111e-7,0.039,3.183e-4
177.897,3703.512,761.165,-786.343,-32.887,0.048,5.125,0.12,72.078,1.111e-7,0.039,3.183e-4
178.397,3687.074,759.346,-784.517,-32.863,0.047,5.185,0.017,72.708,1.111e-7,0.039,3.183e-4
178.897,3670.649,757.515,-782.679,-32.84,0.048,5.193,0.009,72.708,1.111e-7,0.039,3.183e-4
179.397,3654.235,755.681,-780.839,-32.816,0.049,5.198,0.139,73.568,1.111e-7,0.039,3.183e-4
179.897,3637.833,753.859,-779.01,-32.791,0.049,5.128,0.059,72.422,1.111e-7,0.039,3.183e-4
180.397,3621.443,752.045,-777.188,-32.767,0.049,5.158,0.091,73.339,1.111e-7,0.039,3.183e-4
180.897,3605.066,750.232,-775.369,-32.742,0.049,5.112,0.015,72.88,1.111e-7,0.039,3.183e-4
181.397,3588.701,748.43,-773.559,-32.718,0.053,5.105,0.278,74.427,1.111e-7,0.039,1.592e-4
181.897,3572.348,746.653,-771.776,-32.692,0.048,4.966,0.022,72.651,1.111e-7,0.039,3.183e-4
182.397,3556.009,744.899,-770.015,-32.668,0.053,4.977,0.308,70.989,1.111e-7,0.039,3.183e-4
182.897,3539.681,743.116,-768.224,-32.641,0.047,5.131,0.004,72.766,1.111e-7,0.039,3.183e-4
183.397,3523.367,741.305,-766.407,-32.618,0.047,5.133,0.037,72.594,1.111e-7,0.039,3.183e-4
183.897,3507.064,739.49,-764.585,-32.594,0.049,5.152,0.166,71.792,1.111e-7,0.039,3.183e-4
184.397,3490.773,737.657,-762.746,-32.57,0.047,5.235,0.007,72.823,1.111e-7,0.039,3.183e-4
184.897,3474.494,735.811,-760.892,-32.546,0.05,5.231,0.224,74.083,1.111e-7,0.039,1.592e-4
185.397,3458.227,733.984,-759.059,-32.521,0.047,5.119,0.06,73.109,1.111e-7,0.039,3.183e-4
185.897,3441.972,732.183,-757.251,-32.498,0.047,5.089,0.03,72.594,1.111e-7,0.039,3.183e-4
186.397,3425.729,730.384,-755.446,-32.474,0.048,5.104,0.165,71.849,1.111e-7,0.039,3.183e-4
186.897,3409.498,728.569,-753.623,-32.45,0.048,5.187,0.153,71.906,1.111e-7,0.039,3.183e-4
187.397,3393.279,726.725,-751.772,-32.426,0.048,5.263,0.178,71.734,1.111e-7,0.039,3.183e-4
187.897,3377.071,724.852,-749.893,-32.403,0.046,5.352,0.011,72.823,1.111e-7,0.039,3.183e-4
188.397,3360.876,722.964,-747.998,-32.38,0.047,5.346,0.1,72.193,1.111e-7,0.039,3.183e-4
188.897,3344.692,721.068,-746.095,-32.356,0.046,5.397,0.096,72.25,1.111e-7,0.039,3.183e-4
189.397,3328.519,719.155,-744.176,-32.333,0.046,5.444,0.02,72.88,1.111e-7,0.039,3.183e-4
189.897,3312.359,717.235,-742.249,-32.31,0.046,5.434,0.065,73.167,1.111e-7,0.039,3.183e-4
190.397,3296.209,715.323,-740.33,-32.287,0.046,5.402,0.003,72.766,1.111e-7,0.039,3.183e-4
190.897,3280.071,713.416,-738.417,-32.264,0.046,5.403,0.11,72.135,1.111e-7,0.039,3.183e-4
191.397,3263.945,711.5,-736.494,-32.241,0.045,5.458,0.052,73.109,1.111e-7,0.039,3.183e-4
191.897,3247.83,709.578,-734.565,-32.219,0.045,5.432,0.01,72.823,1.111e-7,0.039,3.183e-4
192.397,3231.726,707.661,-732.642,-32.196,0.045,5.427,0.037,72.594,1.111e-7,0.039,3.183e-4
192.897,3215.634,705.743,-730.717,-32.173,0.045,5.445,0.064,73.167,1.111e-7,0.039,3.183e-4
193.397,3199.553,703.827,-728.794,-32.151,0.047,5.413,0.232,74.141,1.111e-7,0.039,1.592e-4
193.897,3183.484,701.936,-726.897,-32.127,0.044,5.298,0.086,73.281,1.111e-7,0.039,3.183e-4
194.397,3167.426,700.074,-725.029,-32.105,0.045,5.254,0.022,72.938,1.111e-7,0.039,3.183e-4
194.897,3151.379,698.222,-723.169,-32.082,0.046,5.244,0.133,72.021,1.111e-7,0.039,3.183e-4
195.397,3135.344,696.36,-721.301,-32.059,0.046,5.31,3.485e-4,72.766,1.111e-7,0.039,3.183e-4
195.897,3119.32,694.486,-719.42,-32.036,0.048,5.31,0.222,74.083,1.111e-7,0.039,1.592e-4
196.397,3103.308,692.631,-717.559,-32.012,0.049,5.199,0.291,74.485,1.111e-7,0.039,1.592e-4
196.897,3087.308,690.822,-715.743,-31.987,0.045,5.053,0.16,73.74,1.111e-7,0.039,3.183e-4
197.397,3071.32,689.053,-713.967,-31.965,0.045,4.973,0.058,73.109,1.111e-7,0.039,3.183e-4
197.897,3055.343,687.303,-712.211,-31.942,0.048,4.944,0.231,71.448,1.111e-7,0.039,3.183e-4
198.397,3039.378,685.538,-710.439,-31.919,0.044,5.06,0.054,73.109,1.111e-7,0.039,3.183e-4
198.897,3023.424,683.757,-708.652,-31.896,0.045,5.033,0.016,72.708,1.111e-7,0.039,3.183e-4
199.397,3007.482,681.979,-706.868,-31.874,0.045,5.041,0.017,72.88,1.111e-7,0.039,3.183e-4
199.897,2991.55,680.202,-705.084,-31.852,0.045,5.032,0.049,73.052,1.111e-7,0.039,3.183e-4
200.397,2975.63,678.43,-703.306,-31.829,0.045,5.008,0.016,72.708,1.111e-7,0.039,3.183e-4
200.897,2959.721,676.662,-701.531,-31.807,0.046,5.016,0.151,71.906,1.111e-7,0.039,3.183e-4
201.397,2943.823,674.878,-699.741,-31.784,0.044,5.091,0.043,73.052,1.111e-7,0.039,3.183e-4
201.897,2927.937,673.085,-697.941,-31.762,0.044,5.07,0.014,72.708,1.111e-7,0.039,3.183e-4
202.397,2912.061,671.295,-696.144,-31.74,0.045,5.077,0.106,73.396,1.111e-7,0.039,3.183e-4
202.897,2896.197,669.512,-694.355,-31.717,0.045,5.024,0.136,73.568,1.111e-7,0.039,3.183e-4
203.397,2880.344,667.751,-692.588,-31.695,0.044,4.956,7.375e-4,72.766,1.111e-7,0.039,3.183e-4
203.897,2864.503,666.002,-690.833,-31.673,0.044,4.955,0.027,72.651,1.111e-7,0.039,3.183e-4
204.397,2848.672,664.251,-689.075,-31.651,0.045,4.969,0.171,71.792,1.111e-7,0.039,3.183e-4
204.897,2832.852,662.483,-687.3,-31.628,0.044,5.055,0.098,72.193,1.111e-7,0.039,3.183e-4
205.397,2817.043,660.69,-685.501,-31.607,0.043,5.103,0.026,72.938,1.111e-7,0.039,3.183e-4
205.897,2801.245,658.891,-683.696,-31.585,0.044,5.09,0.153,73.682,1.111e-7,0.039,3.183e-4
