# Time (s),Position East of launch (m),Position North of launch (m),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°C),Air pressure (mbar)
10.857,405.596,-408.77,-23.521,1.051,0.172,9.467e-8,-0.007,-4.759e-5,-5.179,537.8
10.907,407.275,-410.475,-23.434,0.82,0.229,9.49e-8,0.002,-2.383e-5,-5.337,536.6
10.957,408.954,-412.179,-23.157,1.784,0.05,9.384e-8,0.008,-2.013e-5,-5.494,535.4
11.007,410.628,-413.879,-22.835,3.115,0.172,9.557e-8,-0.005,4.455e-5,-5.651,534.2
11.057,412.298,-415.574,-22.689,3.274,0.172,9.891e-8,0.003,4.74e-5,-5.807,533
11.107,413.962,-417.263,-22.688,2.432,0.057,9.774e-8,0.009,1.125e-4,-5.963,531.8
11.157,415.621,-418.948,-22.724,1.384,0.115,9.95e-8,-0.008,2.451e-5,-6.118,530.7
11.207,417.278,-420.631,-22.679,0.881,0.172,9.365e-8,-0.001,-4.703e-7,-6.273,529.6
11.257,418.933,-422.312,-22.49,1.267,0.115,9.28e-8,0.006,5.464e-6,-6.427,528.4
11.307,420.586,-423.99,-22.223,2.152,0.027,9.508e-8,-0.008,1.257e-4,-6.581,527.3
11.357,422.235,-425.665,-21.968,3.022,0.172,9.244e-8,-0.004,4.835e-5,-6.734,526.2
11.407,423.879,-427.335,-21.825,3.176,0.229,8.774e-8,0.005,4.749e-5,-6.887,525.1
11.457,425.518,-428.999,-21.864,2.11,0.029,8.44e-8,0.01,1.592e-4,-7.039,524
11.507,427.152,-430.659,-21.905,1.101,0.172,8.547e-8,-0.008,1.749e-5,-7.19,522.9
11.557,428.785,-432.318,-21.86,0.645,0.229,8.779e-8,3.183e-4,7.813e-6,-7.342,521.8
11.607,430.416,-433.975,-21.639,1.254,0.115,9.011e-8,0.008,4.743e-5,-7.492,520.7
11.657,432.045,-435.63,-21.349,2.341,0.057,9.121e-8,-0.008,1.151e-4,-7.642,519.6
11.707,433.67,-437.281,-21.153,2.854,0.172,9.003e-8,-0.003,5.976e-5,-7.792,518.6
11.757,435.289,-438.927,-21.064,2.667,0.172,9.594e-8,0.004,5.925e-5,-7.941,517.5
11.807,436.905,-440.568,-21.054,1.989,0.03,9.934e-8,0.008,1.592e-4,-8.09,516.4
11.857,438.516,-442.206,-21.054,1.279,0.115,9.909e-8,-0.007,2.814e-5,-8.238,515.3
11.907,440.126,-443.842,-21.01,0.875,0.172,1.007e-7,-0.001,1.329e-5,-8.386,514.3
11.957,441.733,-445.476,-20.884,0.986,0.172,1.051e-7,0.005,2.352e-5,-8.533,513.2
12.007,443.339,-447.108,-20.695,1.483,0.051,1.036e-7,0.009,1.005e-4,-8.68,512.1
12.057,444.942,-448.738,-20.439,2.481,0.115,1.029e-7,-0.008,6.474e-5,-8.826,511.1
12.107,446.541,-450.363,-20.267,2.966,0.229,1.06e-7,6.086e-6,4.961e-5,-8.972,510
12.157,448.134,-451.983,-20.24,2.469,0.172,1.037e-7,0.007,7.482e-5,-9.117,509
12.207,449.724,-453.599,-20.252,1.766,0.013,1.044e-7,0.01,6.366e-4,-9.262,507.9
12.257,451.31,-455.212,-20.224,1.383,0.057,1.036e-7,-0.01,6.365e-5,-9.407,506.9
12.307,452.893,-456.823,-20.23,0.765,0.172,1.028e-7,-0.005,4.412e-6,-9.551,505.8
12.357,454.476,-458.432,-20.137,0.757,0.172,1.081e-7,0.002,-9.543e-7,-9.694,504.8
12.407,456.056,-460.039,-19.956,1.273,0.057,1.075e-7,0.007,4.375e-5,-9.837,503.8
12.457,457.635,-461.645,-19.745,1.996,0.057,1.077e-7,-0.007,9.164e-5,-9.98,502.7
12.507,459.21,-463.247,-19.583,2.442,0.172,1.102e-7,-0.003,4.531e-5,-10.122,501.7
12.557,460.78,-464.844,-19.464,2.637,0.229,1.117e-7,0.004,3.592e-5,-10.264,500.7
12.607,462.346,-466.437,-19.488,1.894,0.057,1.083e-7,0.009,6.737e-5,-10.405,499.6
12.657,463.909,-468.027,-19.514,1.187,0.115,1.083e-7,-0.008,1.293e-5,-10.546,498.6
12.707,465.47,-469.615,-19.46,1.008,0.115,1.099e-7,-0.004,-1.857e-7,-10.686,497.6
12.757,467.028,-471.201,-19.358,1.119,0.115,1.1e-7,-1.592e-4,1.105e-5,-10.826,496.7
12.807,468.585,-472.785,-19.241,1.334,0.056,1.094e-7,0.002,2.279e-5,-10.966,495.7
12.857,470.139,-474.366,-19.135,1.487,0.019,1.096e-7,0.004,1.119e-4,-11.105,494.7
12.907,471.691,-475.945,-18.978,1.988,0.115,1.096e-7,-0.002,5.411e-5,-11.243,493.8
12.957,473.239,-477.521,-18.914,1.894,0.057,1.102e-7,3.183e-4,5.508e-5,-11.381,492.8
13.007,474.783,-479.093,-18.858,1.776,0.054,1.092e-7,0.003,7.601e-5,-11.519,491.9
13.057,476.325,-480.662,-18.832,1.468,0.013,1.093e-7,-0.003,1.592e-4,-11.656,490.9
13.107,477.864,-482.229,-18.775,1.369,0.034,1.09e-7,-0.002,5.107e-5,-11.793,490
13.157,479.4,-483.793,-18.707,1.341,0.04,1.087e-7,-0.001,2.209e-5,-11.93,489
13.207,480.934,-485.355,-18.673,1.088,0.115,1.084e-7,9.549e-4,1.88e-5,-12.066,488.1
13.257,482.466,-486.914,-18.551,1.389,0.023,1.084e-7,0.003,7.913e-5,-12.201,487.2
13.307,483.996,-488.472,-18.445,1.596,0.03,1.083e-7,-0.003,9.218e-5,-12.336,486.2
13.357,485.523,-490.027,-18.358,1.688,0.056,1.082e-7,-0.001,5.274e-5,-12.471,485.3
13.407,487.047,-491.578,-18.252,1.922,0.115,1.098e-7,0.001,4.816e-5,-12.605,484.4
13.457,488.567,-493.127,-18.2,1.818,0.115,1.103e-7,0.004,5.755e-5,-12.739,483.4
13.507,490.084,-494.672,-18.193,1.437,5.496e-4,1.095e-7,-0.001,0.005,-12.873,482.5
13.557,491.599,-496.214,-18.174,1.15,0.057,1.095e-7,-0.005,1.402e-5,-13.006,481.6
13.607,493.111,-497.755,-18.14,0.952,0.115,1.092e-7,-0.002,6.005e-7,-13.138,480.7
13.657,494.622,-499.294,-18.082,0.889,0.115,1.087e-7,0.002,-1.02e-5,-13.271,479.8
13.707,496.131,-500.831,-17.949,1.284,0.031,1.082e-7,0.004,3.363e-5,-13.402,478.9
13.757,497.638,-502.366,-17.783,1.758,0.115,1.082e-7,-0.003,4.194e-5,-13.534,478
13.807,499.142,-503.899,-17.698,1.63,0.057,1.076e-7,-7.958e-4,3.514e-5,-13.665,477.1
13.857,500.643,-505.428,-17.612,1.544,0.051,1.075e-7,6.366e-4,3.772e-5,-13.795,476.2
13.907,502.141,-506.954,-17.523,1.513,0.046,1.077e-7,0.002,4.534e-5,-13.926,475.3
13.957,503.636,-508.478,-17.471,1.251,0.019,1.079e-7,-0.002,3.758e-5,-14.055,474.4
14.007,505.129,-510,-17.398,1.141,0.045,1.082e-7,-0.002,2.593e-6,-14.185,473.5
14.057,506.62,-511.52,-17.315,1.105,0.052,1.077e-7,-3.183e-4,-1.475e-6,-14.314,472.6
14.107,508.11,-513.037,-17.217,1.167,0.032,1.074e-7,7.958e-4,1.04e-5,-14.442,471.7
14.157,509.597,-514.553,-17.099,1.37,0.027,1.072e-7,-9.549e-4,4.458e-5,-14.57,470.8
14.207,511.081,-516.066,-16.965,1.708,0.115,1.065e-7,9.549e-4,2.761e-5,-14.698,469.9
14.257,512.563,-517.577,-16.881,1.734,0.115,1.051e-7,0.004,3.78e-5,-14.826,469.1
14.307,514.041,-519.084,-16.895,1.148,0.027,1.056e-7,-0.006,-9.877e-6,-14.953,468.2
14.357,515.518,-520.589,-16.853,0.938,0.057,1.058e-7,-0.004,-1.353e-5,-15.079,467.3
14.407,516.993,-522.093,-16.798,0.813,0.115,1.052e-7,-0.002,-1.639e-5,-15.205,466.4
14.457,518.466,-523.595,-16.727,0.782,0.115,1.057e-7,0.001,-2.015e-5,-15.331,465.6
14.507,519.938,-525.096,-16.636,0.862,0.115,1.06e-7,0.004,-8.558e-6,-15.457,464.8
14.557,521.408,-526.596,-16.529,1.035,0.042,1.067e-7,0.006,3.611e-5,-15.582,463.9
14.607,522.876,-528.093,-16.38,1.501,0.115,1.068e-7,-0.005,3.341e-5,-15.707,463.1
14.657,524.342,-529.588,-16.255,1.844,0.229,1.078e-7,-0.002,1.961e-5,-15.831,462.3
14.707,525.805,-531.08,-16.173,1.941,0.229,1.095e-7,0.004,2.437e-5,-15.955,461.5
14.757,527.264,-532.568,-16.171,1.532,0.115,1.096e-7,0.008,2.193e-5,-16.079,460.7
14.807,528.72,-534.054,-16.204,0.944,0.057,1.092e-7,-0.008,-3.907e-5,-16.202,459.9
14.857,530.175,-535.538,-16.202,0.592,0.172,1.074e-7,-0.006,-2.118e-5,-16.325,459.1
14.907,531.628,-537.021,-16.198,0.243,0.286,1.077e-7,-0.001,-2.667e-5,-16.447,458.3
14.957,533.082,-538.504,-16.144,0.164,0.286,1.076e-7,0.005,-3.38e-5,-16.569,457.4
15.007,534.534,-539.986,-16.004,0.586,0.172,1.076e-7,0.01,-2.696e-5,-16.691,456.6
15.057,535.986,-541.467,-15.801,1.427,0.115,1.078e-7,-0.011,-1.727e-6,-16.812,455.9
15.107,537.435,-542.946,-15.643,2.035,0.286,1.069e-7,-0.006,1.307e-5,-16.933,455.1
15.157,538.88,-544.421,-15.573,2.102,0.344,1.071e-7,7.958e-4,1.956e-5,-17.054,454.3
15.207,540.322,-545.892,-15.538,1.957,0.286,1.068e-7,0.007,1.915e-5,-17.174,453.5
15.257,541.761,-547.361,-15.552,1.533,0.172,1.068e-7,0.012,3.328e-5,-17.294,452.7
15.307,543.196,-548.826,-15.598,0.943,0.034,1.072e-7,-0.014,6.35e-5,-17.414,451.9
15.357,544.63,-550.29,-15.669,0.239,0.286,1.066e-7,-0.01,-1.418e-5,-17.533,451.1
15.407,546.064,-551.753,-15.628,0.2,0.286,1.061e-7,-0.005,-7.179e-6,-17.652,450.3
15.457,547.497,-553.216,-15.548,0.357,0.229,1.054e-7,3.183e-4,-4.429e-6,-17.77,449.6
15.507,548.929,-554.679,-15.439,0.662,0.115,1.051e-7,0.004,8.987e-6,-17.889,448.8
15.557,550.36,-556.14,-15.318,1.04,0.004,1.053e-7,-0.005,6.366e-4,-18.006,448
15.607,551.79,-557.599,-15.248,1.118,0.037,1.052e-7,-0.005,1.089e-4,-18.124,447.2
15.657,553.217,-559.057,-15.153,1.367,0.115,1.054e-7,-0.003,4.693e-5,-18.241,446.5
15.707,554.642,-560.512,-15.085,1.462,0.172,1.068e-7,-4.775e-4,4.208e-5,-18.358,445.7
15.757,556.064,-561.964,-14.988,1.763,0.286,1.08e-7,0.004,4.958e-5,-18.474,444.9
15.807,557.484,-563.414,-14.962,1.631,0.229,1.082e-7,0.009,6.092e-5,-18.59,444.2
15.857,558.9,-564.861,-14.97,1.322,0.115,1.096e-7,0.012,1.102e-4,-18.706,443.4
15.907,560.314,-566.305,-15.024,0.768,0.057,1.097e-7,-0.012,9.546e-5,-18.821,442.6
15.957,561.727,-567.748,-15.059,0.345,0.229,1.089e-7,-0.009,1.609e-5,-18.936,441.9
16.007,563.138,-569.19,-15.072,0.046,0.344,1.096e-7,-0.004,-3.081e-6,-19.051,441.1
16.057,564.55,-570.633,-15.059,0.149,0.401,1.06e-7,0.003,-2.898e-6,-19.165,440.4
16.107,565.962,-572.075,-14.925,0.3,0.229,1.057e-7,0.009,6.029e-6,-19.279,439.6
16.157,567.374,-573.517,-14.765,0.896,0.023,1.06e-7,0.011,3.183e-4,-19.393,438.9
16.207,568.784,-574.958,-14.658,1.214,0.115,1.056e-7,-0.011,8.367e-5,-19.506,438.1
16.257,570.191,-576.396,-14.54,1.627,0.286,1.07e-7,-0.007,4.394e-5,-19.619,437.4
16.307,571.596,-577.832,-14.48,1.708,0.286,1.054e-7,-0.003,3.675e-5,-19.732,436.7
16.357,572.998,-579.264,-14.438,1.704,0.286,1.06e-7,0.003,3.392e-5,-19.844,435.9
16.407,574.397,-580.694,-14.462,1.306,0.172,1.065e-7,0.007,3.934e-5,-19.956,435.2
16.457,575.793,-582.121,-14.458,1.104,0.057,1.055e-7,0.009,6.24e-5,-20.068,434.5
16.507,577.187,-583.547,-14.455,0.911,0.005,1.055e-7,0.01,7.958e-4,-20.179,433.8
16.557,578.58,-584.971,-14.49,0.507,0.172,1.058e-7,-0.008,-2.279e-7,-20.29,433.1
16.607,579.972,-586.394,-14.486,0.33,0.229,1.071e-7,-0.005,-7.959e-6,-20.401,432.4
16.657,581.364,-587.816,-14.477,0.166,0.286,1.082e-7,-9.549e-4,-9.438e-6,-20.511,431.7
16.707,582.755,-589.238,-14.438,0.146,0.286,1.081e-7,0.004,-1.012e-5,-20.621,431.1
16.757,584.145,-590.66,-14.332,0.488,0.172,1.075e-7,0.008,-1.489e-6,-20.731,430.4
16.807,585.535,-592.081,-14.206,0.947,0.037,1.077e-7,-0.009,1.085e-4,-20.84,429.7
16.857,586.923,-593.5,-14.09,1.377,0.229,1.078e-7,-0.007,4.423e-5,-20.949,429
16.907,588.309,-594.917,-14.031,1.49,0.286,1.085e-7,-0.003,4.296e-5,-21.058,428.3
16.957,589.692,-596.331,-13.989,1.512,0.286,1.087e-7,0.002,4.48e-5,-21.166,427.6
17.007,591.072,-597.743,-13.984,1.328,0.229,1.079e-7,0.006,5.192e-5,-21.274,427
17.057,592.45,-599.152,-13.976,1.171,0.172,1.079e-7,0.008,6.497e-5,-21.382,426.3
17.107,593.826,-600.56,-14.012,0.78,0.02,1.081e-7,-0.009,3.183e-4,-21.489,425.6
17.157,595.2,-601.966,-14.061,0.332,0.229,1.079e-7,-0.008,2.962e-7,-21.596,425
17.207,596.574,-603.371,-14.049,0.222,0.286,1.066e-7,-0.004,-7.137e-6,-21.703,424.3
17.257,597.947,-604.776,-14.056,0.012,0.344,1.081e-7,6.366e-4,-1.05e-5,-21.81,423.6
17.307,599.321,-606.181,-14.009,0.043,0.344,1.077e-7,0.006,-9.51e-6,-21.916,423
17.357,600.694,-607.586,-13.938,0.205,0.286,1.069e-7,0.01,2.252e-7,-22.021,422.3
17.407,602.067,-608.991,-13.796,0.768,0.005,1.069e-7,0.012,0.001,-22.127,421.6
17.457,603.438,-610.394,-13.643,1.435,0.286,1.075e-7,-0.01,5.344e-5,-22.232,421
17.507,604.807,-611.795,-13.522,1.957,0.573,1.097e-7,-0.004,4.479e-5,-22.337,420.3
17.557,606.173,-613.192,-13.491,1.943,0.573,1.128e-7,0.004,4.475e-5,-22.442,419.7
17.607,607.535,-614.586,-13.503,1.681,0.458,1.106e-7,0.011,5.286e-5,-22.546,419
17.657,608.894,-615.977,-13.539,1.293,0.229,1.124e-7,0.015,7.25e-5,-22.65,418.4
17.707,610.251,-617.366,-13.58,0.912,0.057,1.13e-7,0.017,1.592e-4,-22.753,417.7
17.757,611.606,-618.753,-13.642,0.449,0.172,1.133e-7,-0.017,3.158e-5,-22.857,417.1
17.807,612.96,-620.14,-13.751,0.232,0.458,1.128e-7,-0.012,-3.548e-6,-22.96,416.4
17.857,614.315,-621.527,-13.776,0.486,0.63,1.132e-7,-0.005,-9.333e-6,-23.062,415.8
17.907,615.67,-622.914,-13.752,0.519,0.63,1.099e-7,0.003,-9.618e-6,-23.165,415.1
17.957,617.027,-624.303,-13.655,0.226,0.458,1.092e-7,0.01,-8.432e-6,-23.267,414.5
18.007,618.383,-625.692,-13.503,0.35,0.172,1.091e-7,0.015,1.881e-5,-23.368,413.9
18.057,619.739,-627.08,-13.332,1.065,0.172,1.094e-7,-0.015,8.973e-5,-23.47,413.2
18.107,621.093,-628.467,-13.186,1.703,0.516,1.094e-7,-0.011,5.171e-5,-23.571,412.6
18.157,622.445,-629.85,-13.115,1.938,0.63,1.081e-7,-0.004,5.015e-5,-23.672,412
18.207,623.792,-631.231,-13.098,1.866,0.573,1.105e-7,0.004,5.346e-5,-23.772,411.3
18.257,625.137,-632.608,-13.132,1.499,0.401,1.116e-7,0.01,6.121e-5,-23.872,410.7
18.307,626.479,-633.982,-13.174,1.116,0.229,1.108e-7,0.014,8.843e-5,-23.972,410.1
18.357,627.819,-635.354,-13.249,0.584,0.057,1.11e-7,-0.015,1.576e-4,-24.072,409.5
18.407,629.157,-636.726,-13.304,0.183,0.286,1.115e-7,-0.012,1.357e-5,-24.171,408.8
18.457,630.496,-638.097,-13.296,0.114,0.344,1.114e-7,-0.009,-3.126e-6,-24.27,408.2
18.507,631.834,-639.468,-13.277,0.088,0.344,1.104e-7,-0.005,-1.228e-5,-24.369,407.6
18.557,633.172,-640.838,-13.269,0.011,0.401,1.094e-7,-6.366e-4,-1.311e-5,-24.467,407
18.607,634.51,-642.209,-13.267,0.143,0.458,1.092e-7,0.005,-1.49e-5,-24.565,406.4
18.657,635.848,-643.58,-13.156,0.253,0.229,1.088e-7,0.009,-8.036e-8,-24.663,405.8
18.707,637.186,-644.951,-13.062,0.569,0.057,1.095e-7,0.011,7.299e-5,-24.761,405.3
18.757,638.522,-646.32,-12.967,0.905,0.115,1.094e-7,-0.01,8.551e-5,-24.858,404.7
18.807,639.857,-647.688,-12.862,1.315,0.344,1.101e-7,-0.007,5.36e-5,-24.955,404.1
18.857,641.19,-649.054,-12.772,1.666,0.573,1.087e-7,-0.002,4.954e-5,-25.051,403.5
18.907,642.52,-650.417,-12.764,1.564,0.516,1.102e-7,0.004,4.827e-5,-25.148,403
18.957,643.847,-651.777,-12.766,1.421,0.458,1.093e-7,0.009,5.644e-5,-25.244,402.4
19.007,645.171,-653.134,-12.796,1.132,0.286,1.094e-7,0.013,7.195e-5,-25.339,401.8
19.057,646.494,-654.49,-12.838,0.798,0.057,1.1e-7,0.015,1.592e-4,-25.435,401.2
19.107,647.815,-655.844,-12.916,0.307,0.229,1.099e-7,-0.014,1.811e-5,-25.53,400.7
19.157,649.135,-657.198,-12.953,0.039,0.401,1.094e-7,-0.011,-6.01e-6,-25.625,400.1
19.207,650.455,-658.552,-12.945,0.021,0.401,1.095e-7,-0.007,-1.244e-5,-25.719,399.6
19.257,651.776,-659.905,-12.951,0.15,0.516,1.1e-7,-0.002,-1.419e-5,-25.813,399
19.307,653.096,-661.259,-12.913,0.091,0.458,1.1e-7,0.003,-9.934e-6,-25.907,398.4
19.357,654.417,-662.613,-12.823,0.201,0.286,1.108e-7,0.007,1.083e-6,-26.001,397.9
19.407,655.737,-663.967,-12.73,0.515,0.115,1.105e-7,0.009,7.49e-5,-26.094,397.3
19.457,657.057,-665.32,-12.624,0.904,0.172,1.104e-7,-0.008,9.549e-5,-26.187,396.8
19.507,658.375,-666.671,-12.56,1.101,0.286,1.105e-7,-0.006,6.778e-5,-26.28,396.2
19.557,659.69,-668.021,-12.487,1.353,0.458,1.112e-7,-0.002,6.043e-5,-26.373,395.7
19.607,661.004,-669.368,-12.484,1.243,0.401,1.115e-7,0.002,6.288e-5,-26.465,395.1
19.657,662.315,-670.713,-12.482,1.138,0.344,1.111e-7,0.005,7.046e-5,-26.557,394.6
19.707,663.624,-672.055,-12.514,0.865,0.172,1.108e-7,0.008,1.044e-4,-26.648,394
19.757,664.932,-673.397,-12.525,0.71,0.057,1.111e-7,0.009,1.592e-4,-26.74,393.5
19.807,666.238,-674.737,-12.536,0.559,0.042,1.111e-7,-0.009,1.592e-4,-26.831,392.9
19.857,667.544,-676.076,-12.535,0.474,0.115,1.113e-7,-0.008,4.493e-5,-26.921,392.4
19.907,668.848,-677.415,-12.558,0.273,0.229,1.113e-7,-0.007,1.243e-6,-27.012,391.9
19.957,670.152,-678.752,-12.585,0.057,0.401,1.114e-7,-0.004,-4.829e-6,-27.102,391.3
20.007,671.456,-680.09,-12.549,0.123,0.344,1.113e-7,-4.775e-4,-1.037e-5,-27.192,390.8
20.057,672.76,-681.428,-12.539,0.064,0.344,1.112e-7,0.003,-1.403e-5,-27.282,390.3
20.107,674.063,-682.765,-12.48,0.222,0.286,1.113e-7,0.006,-6.474e-6,-27.371,389.7
20.157,675.366,-684.102,-12.404,0.466,0.115,1.113e-7,0.007,4.545e-5,-27.46,389.2
20.207,676.669,-685.439,-12.34,0.653,0.044,1.113e-7,-0.008,1.592e-4,-27.549,388.7
20.257,677.97,-686.774,-12.288,0.792,0.172,1.115e-7,-0.007,7.256e-5,-27.637,388.1
20.307,679.269,-688.108,-12.242,0.908,0.229,1.114e-7,-0.005,5.437e-5,-27.725,387.6
20.357,680.568,-689.44,-12.218,0.92,0.229,1.119e-7,-0.003,4.773e-5,-27.813,387.1
20.407,681.864,-690.77,-12.176,1.026,0.344,1.12e-7,-3.183e-4,4.429e-5,-27.901,386.6
20.457,683.158,-692.099,-12.174,0.935,0.286,1.114e-7,0.002,4.506e-5,-27.988,386.1
20.507,684.451,-693.426,-12.152,0.946,0.286,1.113e-7,0.005,4.665e-5,-28.075,385.5
20.557,685.743,-694.752,-12.171,0.759,0.172,1.113e-7,0.007,6.096e-5,-28.162,385
20.607,687.032,-696.076,-12.18,0.627,0.055,1.114e-7,0.007,9.86e-5,-28.249,384.5
20.657,688.321,-697.399,-12.214,0.375,0.115,1.114e-7,-0.007,-2.106e-7,-28.335,384
20.707,689.609,-698.722,-12.202,0.351,0.172,1.115e-7,-0.006,-1.787e-5,-28.421,383.5
20.757,690.897,-700.044,-12.194,0.305,0.172,1.116e-7,-0.004,-2.597e-5,-28.506,383
20.807,692.184,-701.365,-12.175,0.311,0.172,1.119e-7,-0.003,-3.47e-5,-28.592,382.5
20.857,693.47,-702.686,-12.149,0.345,0.172,1.12e-7,-0.002,-4.367e-5,-28.677,382
20.907,694.755,-704.006,-12.121,0.386,0.115,1.118e-7,-4.775e-4,-4.45e-5,-28.762,381.4
20.957,696.04,-705.326,-12.081,0.485,0.046,1.118e-7,1.592e-4,-4.154e-5,-28.846,380.9
21.007,697.324,-706.644,-12.061,0.484,0.043,1.118e-7,4.775e-4,-4.315e-5,-28.931,380.4
21.057,698.608,-707.962,-12.044,0.477,0.046,1.118e-7,9.549e-4,-4.985e-5,-29.015,379.9
21.107,699.89,-709.279,-11.999,0.598,0.054,1.118e-7,-7.958e-4,6.126e-5,-29.098,379.5
21.157,701.171,-710.595,-11.979,0.605,0.057,1.118e-7,-4.775e-4,5.847e-5,-29.182,379
21.207,702.451,-711.91,-11.927,0.761,0.172,1.117e-7,6.366e-4,5.855e-5,-29.265,378.5
21.257,703.73,-713.224,-11.902,0.796,0.229,1.115e-7,0.002,5.894e-5,-29.348,378.1
21.307,705.008,-714.536,-11.873,0.851,0.286,1.112e-7,0.004,5.86e-5,-29.43,377.6
21.357,706.284,-715.847,-11.883,0.727,0.172,1.11e-7,0.006,7.074e-5,-29.513,377.1
21.407,707.558,-717.157,-11.884,0.646,0.115,1.109e-7,0.007,8.504e-5,-29.595,376.7
21.457,708.832,-718.465,-11.901,0.496,0.019,1.109e-7,-0.007,1.592e-4,-29.677,376.2
21.507,710.104,-719.772,-11.91,0.387,0.115,1.109e-7,-0.007,-2.005e-6,-29.758,375.7
21.557,711.376,-721.079,-11.924,0.259,0.229,1.108e-7,-0.005,-1.73e-5,-29.84,375.3
21.607,712.647,-722.386,-11.919,0.209,0.286,1.11e-7,-0.004,-2.381e-5,-29.921,374.8
21.657,713.918,-723.692,-11.869,0.358,0.115,1.113e-7,-0.002,-3.958e-5,-30.001,374.4
21.707,715.188,-724.997,-11.865,0.303,0.172,1.111e-7,-0.001,-3.858e-5,-30.082,373.9
21.757,716.458,-726.302,-11.865,0.228,0.229,1.111e-7,4.775e-4,-3.958e-5,-30.162,373.5
21.807,717.728,-727.607,-11.867,0.142,0.344,1.113e-7,0.002,-4.374e-5,-30.242,373
21.857,718.997,-728.911,-11.827,0.232,0.229,1.112e-7,0.004,-4.324e-5,-30.321,372.6
21.907,720.265,-730.215,-11.806,0.241,0.229,1.113e-7,0.006,-5.329e-5,-30.401,372.1
21.957,721.533,-731.518,-11.752,0.398,0.057,1.111e-7,0.007,-7.315e-5,-30.48,371.7
22.007,722.801,-732.821,-11.683,0.628,0.115,1.11e-7,-0.007,3.699e-5,-30.559,371.2
22.057,724.067,-734.123,-11.611,0.884,0.401,1.11e-7,-0.005,4.81e-5,-30.637,370.8
22.107,725.332,-735.423,-11.572,0.988,0.458,1.114e-7,-0.002,4.919e-5,-30.716,370.3
22.157,726.595,-736.721,-11.518,1.171,0.63,1.118e-7,0.001,5.048e-5,-30.794,369.9
22.207,727.856,-738.018,-11.483,1.261,0.745,1.119e-7,0.006,5.227e-5,-30.871,369.5
22.257,729.115,-739.312,-11.498,1.12,0.63,1.114e-7,0.011,5.386e-5,-30.949,369
22.307,730.371,-740.604,-11.526,0.925,0.458,1.11e-7,0.014,5.994e-5,-31.026,368.6
22.357,731.626,-741.895,-11.571,0.662,0.172,1.11e-7,0.016,8.346e-5,-31.103,368.1
22.407,732.88,-743.184,-11.605,0.468,0.007,1.111e-7,-0.016,7.958e-4,-31.18,367.7
22.457,734.133,-744.473,-11.657,0.203,0.286,1.11e-7,-0.015,-2.198e-5,-31.256,367.3
22.507,735.386,-745.762,-11.714,0.068,0.516,1.111e-7,-0.013,-3.218e-5,-31.332,366.8
22.557,736.639,-747.05,-11.734,0.187,0.688,1.112e-7,-0.009,-3.532e-5,-31.408,366.4
22.607,737.892,-748.339,-11.726,0.199,0.688,1.111e-7,-0.005,-3.957e-5,-31.484,366
22.657,739.145,-749.628,-11.735,0.292,0.745,1.108e-7,-6.366e-4,-3.904e-5,-31.559,365.6
22.707,740.399,-750.918,-11.718,0.288,0.745,1.103e-7,0.004,-4.055e-5,-31.634,365.1
22.757,741.653,-752.208,-11.675,0.195,0.688,1.105e-7,0.008,-3.937e-5,-31.709,364.7
22.807,742.908,-753.498,-11.615,0.036,0.516,1.109e-7,0.012,-3.92e-5,-31.784,364.3
22.857,744.163,-754.789,-11.511,0.304,0.172,1.108e-7,0.014,-1.845e-5,-31.858,363.9
22.907,745.417,-756.079,-11.417,0.625,0.172,1.107e-7,-0.014,7.151e-5,-31.932,363.5
22.957,746.67,-757.368,-11.346,0.861,0.458,1.105e-7,-0.012,5.583e-5,-32.006,363
23.007,747.921,-758.655,-11.283,1.073,0.688,1.108e-7,-0.009,5.091e-5,-32.079,362.6
23.057,749.171,-759.941,-11.239,1.208,0.802,1.112e-7,-0.004,5.012e-5,-32.153,362.2
23.107,750.418,-761.225,-11.23,1.186,0.802,1.112e-7,4.775e-4,5.101e-5,-32.226,361.8
23.157,751.664,-762.506,-11.247,1.045,0.688,1.112e-7,0.005,5.531e-5,-32.298,361.4
23.207,752.907,-763.786,-11.259,0.93,0.573,1.112e-7,0.008,5.844e-5,-32.371,361
23.257,754.149,-765.064,-11.3,0.691,0.286,1.112e-7,0.01,6.957e-5,-32.443,360.6
23.307,755.39,-766.341,-11.327,0.523,0.115,1.112e-7,0.012,1.028e-4,-32.515,360.2
23.357,756.629,-767.616,-11.344,0.403,0.016,1.112e-7,-0.012,3.183e-4,-32.587,359.8
23.407,757.868,-768.892,-11.352,0.326,0.115,1.112e-7,-0.011,-1.414e-6,-32.658,359.3
23.457,759.107,-770.166,-11.339,0.337,0.115,1.113e-7,-0.011,-2.414e-5,-32.729,358.9
23.507,760.344,-771.44,-11.35,0.252,0.229,1.113e-7,-0.01,-4.163e-5,-32.8,358.5
23.557,761.582,-772.714,-11.377,0.104,0.401,1.11e-7,-0.009,-4.348e-5,-32.871,358.1
23.607,762.819,-773.987,-11.382,0.044,0.458,1.111e-7,-0.007,-4.326e-5,-32.941,357.7
23.657,764.056,-775.261,-11.383,0.009,0.516,1.11e-7,-0.004,-4.566e-5,-33.011,357.3
